"Work Order Number","SA: Type","SA: Schedule Exception Reason","SA: Duration","SA: Status","Entitlement Process Start Time","Created Date","SA: Scheduled Start","SA: Earliest Start Permitted","SA: Due Date","SA: Schedule Mode","SA: Service Territory","SA: Appointment Number"
"WO00031349","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/28/2019 5:49 PM","3/28/2019","4/1/2019 2:00 PM","3/28/2019 12:00 AM","3/28/2019 9:49 PM","Manual","AU - NSW","SA-0035447"
"WO00033869","Onsite Visit","No SSRs were found.","80.00","Completed","4/17/2019 2:34 PM","4/17/2019","4/24/2019 3:00 PM","4/17/2019 12:00 AM","4/24/2019 1:25 AM","Manual","AU - NSW","SA-0037934"
"WO00031280","Onsite Visit","No SSRs were found.","80.00","Completed","3/29/2019 10:01 AM","3/29/2019","6/10/2019 11:45 AM","3/28/2019 10:00 PM","5/9/2019 1:25 PM","Manual","NZ - North Island","SA-0040140"
"WO00035091","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/1/2019 5:10 PM","5/1/2019","5/2/2019 11:15 AM","5/1/2019 12:00 AM","5/1/2019 9:10 PM","Manual","AU - VIC","SA-0039236"
"WO00035091","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/1/2019 5:10 PM","5/1/2019","5/2/2019 12:00 PM","5/1/2019 12:00 AM","5/1/2019 9:10 PM","Manual","AU - VIC","SA-0039237"
"WO00031509","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/31/2019 7:28 AM","3/31/2019","4/2/2019 12:15 PM","3/30/2019 10:00 PM","3/31/2019 1:28 PM","Manual","NZ - North Island","SA-0035608"
"WO00031509","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","3/31/2019 7:28 AM","3/31/2019","4/2/2019 11:45 AM","3/30/2019 10:00 PM","3/31/2019 1:28 PM","Manual","NZ - North Island","SA-0035607"
"WO00031776","Parts Pickup","","20.00","Completed","4/2/2019 12:18 PM","4/2/2019","4/3/2019 9:30 AM","4/2/2019 2:37 PM","4/2/2019 4:18 PM","Manual","AU - NSW","SA-0035855"
"WO00031776","Onsite Visit","No SSRs were found.","80.00","Completed","4/2/2019 12:18 PM","4/2/2019","4/2/2019 3:30 PM","4/2/2019 12:00 AM","4/2/2019 4:18 PM","Manual","AU - NSW","SA-0035856"
"WO00031273","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","3/29/2019 9:41 AM","3/29/2019","4/1/2019 11:00 AM","3/29/2019 12:00 AM","3/29/2019 11:41 AM","Manual","AU - NSW","SA-0035379"
"WO00031312","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","3/29/2019 12:16 PM","3/29/2019","4/2/2019 9:45 AM","3/29/2019 12:00 AM","3/29/2019 4:16 PM","Manual","AU - NSW","SA-0035408"
"WO00031312","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/29/2019 12:16 PM","3/29/2019","4/1/2019 4:30 PM","3/29/2019 12:00 AM","3/29/2019 4:16 PM","Manual","AU - NSW","SA-0035409"
"WO00034927","Onsite Visit","No SSRs were found.","80.00","Completed","4/30/2019 6:20 PM","4/30/2019","5/3/2019 4:30 PM","5/2/2019 8:30 AM","5/2/2019 11:30 AM","Manual","AU - NSW","SA-0039065"
"WO00035044","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/1/2019 2:14 PM","5/1/2019","5/7/2019 1:45 PM","5/1/2019 12:00 AM","5/6/2019 4:54 PM","Manual","AU - QLD","SA-0039195"
"WO00031288","Onsite Visit","No SSRs were found.","80.00","Completed","3/29/2019 10:50 AM","3/29/2019","4/1/2019 12:30 PM","4/1/2019 9:30 AM","4/1/2019 1:50 PM","Manual","AU - NSW","SA-0035396"
"WO00031333","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","3/29/2019 12:37 PM","3/29/2019","4/2/2019 1:30 PM","3/29/2019 9:00 PM","3/29/2019 9:00 PM","Manual","AU - NSW","SA-0035471"
"WO00031333","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/29/2019 12:37 PM","3/29/2019","4/2/2019 2:00 PM","3/29/2019 9:00 PM","3/29/2019 9:00 PM","Manual","AU - NSW","SA-0035472"
"WO00031380","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","3/29/2019 4:36 PM","3/29/2019","4/5/2019 12:15 PM","3/29/2019 1:00 AM","3/29/2019 8:36 PM","Manual","AU - WA","SA-0035714"
"WO00031380","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/29/2019 4:36 PM","3/29/2019","4/5/2019 12:30 PM","3/29/2019 1:00 AM","3/29/2019 8:36 PM","Manual","AU - WA","SA-0035715"
"WO00031720","Onsite Visit","No SSRs were found.","80.00","Completed","4/2/2019 8:44 AM","4/2/2019","4/10/2019 2:30 PM","4/9/2019 2:00 PM","4/9/2019 4:00 PM","Manual","AU - NSW","SA-0035813"
"WO00035775","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 2:50 PM","5/7/2019","5/8/2019 4:50 PM","5/9/2019 8:30 AM","5/9/2019 8:50 AM","Manual","AU - NSW","SA-0039904"
"WO00034716","Parts Pickup","","30.00","Completed","4/29/2019 2:23 PM","4/29/2019","4/30/2019 9:30 AM","4/30/2019 9:30 AM","4/30/2019 5:23 PM","Automatic","AU - SA","SA-0038833"
"WO00034716","Onsite Visit","No SSRs were found.","80.00","Completed","4/29/2019 2:23 PM","4/29/2019","5/1/2019 11:30 AM","4/30/2019 9:00 AM","4/30/2019 5:23 PM","Manual","AU - SA","SA-0038834"
"WO00031568","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/1/2019 10:23 AM","4/1/2019","4/3/2019 9:30 AM","4/1/2019 12:00 AM","4/1/2019 4:23 PM","Manual","AU - NSW","SA-0035756"
"WO00031568","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","4/1/2019 10:23 AM","4/1/2019","4/3/2019 9:30 AM","4/1/2019 12:00 AM","4/1/2019 4:23 PM","Manual","AU - NSW","SA-0035755"
"WO00031477","Onsite Visit","","80.00","Completed","3/30/2019 9:33 PM","3/30/2019","4/1/2019 12:30 PM","4/2/2019 11:30 AM","4/2/2019 2:30 PM","Manual","AU - WA","SA-0035564"
"WO00031375","Onsite Visit","","80.00","Completed","3/29/2019 4:43 PM","3/29/2019","4/2/2019 11:50 AM","3/29/2019 12:00 AM","3/29/2019 8:43 PM","Manual","AU - VIC","SA-0035505"
"WO00033917","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/17/2019 10:30 PM","4/17/2019","5/2/2019 12:45 PM","4/17/2019 2:00 AM","4/23/2019 5:59 PM","Manual","AU - WA","SA-0037990"
"WO00033917","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/17/2019 10:30 PM","4/17/2019","5/2/2019 1:00 PM","4/17/2019 2:00 AM","4/23/2019 5:59 PM","Manual","AU - WA","SA-0037991"
"WO00035784","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 3:20 PM","5/7/2019","5/10/2019 2:00 PM","5/9/2019 8:30 AM","5/9/2019 9:20 AM","Manual","AU - NSW","SA-0039911"
"WO00036299","Onsite Visit","No SSRs were found.","80.00","Completed","5/10/2019 5:23 PM","5/10/2019","5/14/2019 12:00 PM","5/10/2019 12:00 AM","5/13/2019 10:51 PM","Manual","AU - ACT","SA-0040620"
"WO00033358","Onsite Visit","","80.00","Completed","4/13/2019 5:01 PM","4/13/2019","4/13/2019 4:30 PM","4/13/2019 12:00 AM","4/13/2019 9:01 PM","Manual","AU - NSW","SA-0037415"
"WO00031372","Onsite Visit","No SSRs were found.","80.00","Completed","3/29/2019 4:40 PM","3/29/2019","4/2/2019 2:00 PM","4/2/2019 9:30 AM","4/2/2019 10:40 AM","Manual","AU - NSW","SA-0035479"
"WO00034895","Onsite Visit","No SSRs were found.","80.00","Completed","4/30/2019 3:20 PM","4/30/2019","5/2/2019 2:00 PM","5/2/2019 8:30 AM","5/2/2019 9:20 AM","Manual","AU - NSW","SA-0039021"
"WO00031703","Onsite Visit","No SSRs were found.","80.00","Completed","4/2/2019 2:10 AM","4/2/2019","4/3/2019 11:00 AM","4/3/2019 9:30 AM","4/3/2019 12:30 PM","Manual","AU - QLD","SA-0035793"
"WO00031747","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/2/2019 10:34 AM","4/2/2019","4/3/2019 1:30 PM","4/2/2019 12:00 AM","4/2/2019 2:34 PM","Manual","AU - VIC","SA-0035831"
"WO00031765","Parts Pickup","","20.00","Completed","4/2/2019 11:47 AM","4/2/2019","4/3/2019 12:00 PM","4/3/2019 10:00 AM","4/3/2019 2:47 PM","Manual","AU - QLD","SA-0035841"
"WO00031765","Onsite Visit","No SSRs were found.","80.00","Completed","4/2/2019 11:47 AM","4/2/2019","4/4/2019 11:00 AM","4/3/2019 9:30 AM","4/3/2019 2:47 PM","Manual","AU - QLD","SA-0035842"
"WO00031721","Onsite Visit","No SSRs were found.","80.00","Completed","4/2/2019 9:10 AM","4/2/2019","4/3/2019 2:04 PM","4/3/2019 9:30 AM","4/3/2019 12:30 PM","Manual","AU - NSW","SA-0035817"
"WO00031866","Onsite Visit","No SSRs were found.","80.00","Completed","4/2/2019 9:17 PM","4/2/2019","4/3/2019 9:45 AM","4/3/2019 12:00 AM","4/3/2019 3:17 AM","Manual","AU - NSW","SA-0035955"
"WO00031861","Onsite Visit","No SSRs were found.","240.00","Completed","4/2/2019 8:40 PM","4/2/2019","4/4/2019 11:00 AM","4/4/2019 9:30 AM","4/4/2019 12:30 PM","Manual","AU - VIC","SA-0035947"
"WO00032485","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/8/2019 9:14 AM","4/8/2019","4/8/2019 1:45 PM","4/8/2019 12:00 AM","4/8/2019 1:14 PM","Manual","AU - VIC","SA-0036577"
"WO00024986","Onsite Visit","No SSRs were found.","80.00","Completed","2/6/2019 6:48 PM","2/6/2019","4/1/2019 9:00 AM","3/29/2019 3:57 PM","3/29/2019 3:57 PM","Manual","AU - VIC","SA-0028644"
"WO00030640","Parts Pickup","Parts are not available by the Due Date.","20.00","Not Scheduled","3/25/2019 11:00 AM","3/25/2019","","3/26/2019 10:00 AM","3/26/2019 2:00 PM","Manual","AU - ACT","SA-0034688"
"WO00030640","Onsite Visit","Parts are not available by the Due Date.","80.00","Not Scheduled","3/25/2019 11:00 AM","3/25/2019","","3/26/2019 9:30 AM","3/26/2019 2:00 PM","Manual","AU - ACT","SA-0034689"
"WO00035551","Onsite Visit","No SSRs were found.","80.00","Completed","5/6/2019 12:30 PM","5/6/2019","5/7/2019 1:45 PM","5/7/2019 8:30 AM","5/7/2019 3:30 PM","Manual","AU - NSW","SA-0039645"
"WO00035723","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 11:17 AM","5/7/2019","5/9/2019 3:00 PM","5/7/2019 12:00 AM","5/9/2019 8:06 PM","Manual","AU - VIC","SA-0040224"
"WO00016548","Onsite Visit","No SSRs were found.","80.00","Completed","12/3/2018 9:23 AM","12/3/2018","12/4/2018 10:45 AM","12/5/2018 6:30 AM","12/5/2018 3:23 PM","Optimization","AU - VIC","SA-0019495"
"WO00015205","Onsite Visit","Due Date is in the past.","80.00","Completed","11/26/2018 7:25 AM","11/26/2018","11/27/2018 7:05 AM","11/25/2018 10:00 PM","11/26/2018 11:25 AM","Manual","NZ - North Island","SA-0018069"
"WO00030889","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","3/26/2019 8:20 PM","3/26/2019","4/1/2019 11:30 AM","3/28/2019 9:30 AM","3/28/2019 12:30 PM","Manual","AU - NSW","SA-0034966"
"WO00001694","Onsite Visit","","80.00","Completed","4/6/2018 8:38 AM","4/6/2018","9/11/2018 1:30 PM","9/11/2018 11:03 AM","9/11/2018 11:03 AM","Manual","AU - NSW","SA-0002099"
"WO00037749","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/22/2019 1:32 PM","5/22/2019","5/27/2019 1:00 PM","5/22/2019 12:00 AM","5/22/2019 5:32 PM","Manual","AU - VIC","SA-0041880"
"WO00035751","Onsite Visit","","80.00","Completed","5/7/2019 12:13 PM","5/7/2019","5/10/2019 6:00 PM","5/7/2019 12:00 AM","5/9/2019 3:18 AM","Manual","AU - VIC","SA-0040112"
"WO00032496","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/8/2019 10:07 AM","4/8/2019","4/15/2019 2:00 PM","4/8/2019 12:00 AM","4/8/2019 2:07 PM","Manual","AU - NSW","SA-0036571"
"WO00023649","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","1/25/2019 5:10 AM","1/25/2019","5/31/2019 6:30 AM","1/24/2019 10:00 PM","1/25/2019 9:10 AM","Manual","NZ - North Island","SA-0034475"
"WO00023649","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","1/25/2019 5:10 AM","1/25/2019","5/31/2019 6:30 AM","1/24/2019 10:00 PM","1/25/2019 9:10 AM","Manual","NZ - North Island","SA-0034476"
"WO00025557","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","2/11/2019 7:06 PM","2/11/2019","5/3/2019 9:15 AM","4/15/2019 11:25 AM","4/15/2019 11:25 AM","Manual","AU - NSW","SA-0031202"
"WO00025557","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","2/11/2019 7:06 PM","2/11/2019","5/3/2019 9:00 AM","4/15/2019 11:25 AM","4/15/2019 11:25 AM","Manual","AU - NSW","SA-0029168"
"WO00024740","Onsite Visit","No SSRs were found.","80.00","Completed","2/5/2019 9:59 AM","2/5/2019","2/5/2019 1:00 PM","2/23/2019 7:00 AM","2/24/2019 7:00 PM","Manual","NZ - North Island","SA-0028387"
"WO00031858","Onsite Visit","","80.00","In Progress","4/2/2019 8:33 PM","4/2/2019","4/2/2019 11:00 PM","4/3/2019 12:00 AM","4/3/2019 12:33 AM","Manual","AU - NSW","SA-0035946"
"WO00040732","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","6/14/2019 11:06 AM","6/14/2019","6/14/2019 1:00 PM","6/14/2019 12:00 AM","6/14/2019 1:06 PM","Manual","AU - NSW","SA-0044903"
"WO00040732","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/14/2019 11:06 AM","6/14/2019","6/14/2019 1:00 PM","6/14/2019 12:00 AM","6/14/2019 1:06 PM","Manual","AU - NSW","SA-0044904"
"WO00040740","Onsite Visit","","80.00","Completed","6/14/2019 11:30 AM","6/14/2019","6/14/2019 12:30 PM","6/14/2019 12:00 AM","6/14/2019 3:30 PM","Manual","AU - VIC","SA-0044907"
"WO00040742","Onsite Visit","","80.00","In Progress","6/14/2019 11:34 AM","6/14/2019","6/14/2019 2:30 PM","6/14/2019 12:00 AM","6/14/2019 3:34 PM","Manual","AU - VIC","SA-0044910"
"WO00039914","Onsite Visit","No SSRs were found.","80.00","Completed","6/6/2019 3:27 PM","6/6/2019","6/7/2019 10:00 AM","6/6/2019 12:00 AM","6/6/2019 7:27 PM","Optimization","AU - VIC","SA-0044062"
"WO00035590","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/6/2019 3:17 PM","5/6/2019","5/7/2019 8:45 AM","5/6/2019 12:00 AM","5/6/2019 11:32 PM","Manual","AU - VIC","SA-0039683"
"WO00035607","Onsite Visit","","80.00","Completed","5/6/2019 4:19 PM","5/6/2019","5/9/2019 7:00 PM","5/6/2019 12:00 AM","5/6/2019 8:19 PM","Manual","AU - VIC","SA-0039694"
"WO00035765","Parts Pickup","","30.00","Completed","5/7/2019 1:49 PM","5/7/2019","5/8/2019 2:00 PM","5/8/2019 2:00 PM","5/8/2019 5:54 PM","Manual","AU - NSW","SA-0039892"
"WO00035765","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 1:49 PM","5/7/2019","5/8/2019 1:00 PM","5/7/2019 12:00 AM","5/8/2019 5:54 PM","Manual","AU - NSW","SA-0039893"
"WO00037665","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/21/2019 11:18 PM","5/21/2019","5/22/2019 9:45 AM","5/21/2019 12:00 AM","5/22/2019 5:54 AM","Manual","AU - QLD","SA-0041785"
"WO00037665","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/21/2019 11:18 PM","5/21/2019","5/22/2019 10:30 AM","5/21/2019 12:00 AM","5/22/2019 5:54 AM","Manual","AU - QLD","SA-0041786"
"WO00037766","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/22/2019 3:14 PM","5/22/2019","5/27/2019 11:00 AM","5/22/2019 12:00 AM","5/22/2019 7:14 PM","Manual","AU - VIC","SA-0041894"
"WO00040055","Onsite Visit","","80.00","Completed","6/7/2019 1:58 PM","6/7/2019","6/12/2019 10:00 PM","6/7/2019 2:00 AM","6/11/2019 6:34 PM","Manual","AU - WA","SA-0044495"
"WO00040212","Parts Pickup","","30.00","Completed","6/10/2019 9:08 AM","6/10/2019","6/10/2019 10:00 AM","6/10/2019 12:00 AM","6/10/2019 1:08 PM","Manual","AU - QLD","SA-0044351"
"WO00040212","Onsite Visit","","80.00","Completed","6/10/2019 9:08 AM","6/10/2019","6/11/2019 1:00 PM","6/10/2019 12:00 AM","6/10/2019 1:08 PM","Manual","AU - QLD","SA-0044352"
"WO00040265","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/10/2019 7:09 PM","6/10/2019","6/13/2019 4:00 PM","6/11/2019 12:00 AM","6/11/2019 6:00 AM","Manual","AU - NSW","SA-0044405"
"WO00040510","Parts Pickup","","30.00","In Progress","6/12/2019 2:31 PM","6/12/2019","6/12/2019 4:15 PM","6/12/2019 5:00 PM","6/12/2019 6:31 PM","Manual","AU - QLD","SA-0044677"
"WO00040510","Onsite Visit","No SSRs were found.","80.00","In Progress","6/12/2019 2:31 PM","6/12/2019","6/13/2019 10:30 AM","6/12/2019 12:00 AM","6/12/2019 6:31 PM","Manual","AU - QLD","SA-0044678"
"WO00036865","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/15/2019 4:03 PM","5/15/2019","5/16/2019 10:15 AM","5/15/2019 12:00 AM","5/16/2019 3:49 PM","Manual","AU - VIC","SA-0041022"
"WO00040211","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","6/10/2019 8:44 AM","6/10/2019","6/10/2019 11:45 AM","6/9/2019 10:00 PM","6/10/2019 2:44 PM","Manual","NZ - South Island","SA-0044356"
"WO00040211","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","6/10/2019 8:44 AM","6/10/2019","6/10/2019 11:45 AM","6/9/2019 10:00 PM","6/10/2019 2:44 PM","Manual","NZ - South Island","SA-0044357"
"WO00040207","Parts Pickup","","30.00","In Progress","6/10/2019 7:11 AM","6/10/2019","6/15/2019 1:30 PM","6/11/2019 7:00 AM","6/11/2019 10:11 AM","Manual","NZ - North Island","SA-0044380"
"WO00040207","Onsite Visit","","80.00","In Progress","6/10/2019 7:11 AM","6/10/2019","6/15/2019 1:30 PM","6/11/2019 6:30 AM","6/11/2019 10:11 AM","Manual","NZ - North Island","SA-0044381"
"WO00036031","Parts Pickup","Invalid ""No Skill"" Skill Requirement on the Work Order.","30.00","Completed","5/9/2019 9:07 AM","5/9/2019","5/10/2019 9:15 AM","5/9/2019 12:00 AM","5/9/2019 1:07 PM","Manual","AU - NSW","SA-0040153"
"WO00036031","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/9/2019 9:07 AM","5/9/2019","5/13/2019 11:15 AM","5/9/2019 12:00 AM","5/9/2019 1:07 PM","Manual","AU - NSW","SA-0040154"
"WO00035970","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/8/2019 5:16 PM","5/8/2019","5/9/2019 1:30 PM","5/8/2019 12:00 AM","5/9/2019 5:20 PM","Manual","AU - VIC","SA-0040168"
"WO00039121","Onsite Visit","","80.00","Completed","5/31/2019 4:30 PM","5/31/2019","6/3/2019 12:34 PM","6/4/2019 8:30 AM","6/4/2019 10:30 AM","Manual","AU - VIC","SA-0043229"
"WO00036218","Parts Pickup","","80.00","Completed","5/10/2019 10:47 AM","5/10/2019","5/12/2019 1:00 PM","5/10/2019 8:00 PM","5/10/2019 11:06 PM","Manual","AU - VIC","SA-0040405"
"WO00036218","Onsite Visit","No SSRs were found.","80.00","Completed","5/10/2019 10:47 AM","5/10/2019","5/12/2019 1:00 PM","5/10/2019 12:00 AM","5/10/2019 11:06 PM","Manual","AU - VIC","SA-0040316"
"WO00036781","Parts Pickup","","30.00","Completed","5/15/2019 11:08 AM","5/15/2019","5/15/2019 12:00 AM","5/15/2019 12:00 AM","5/15/2019 1:08 PM","Manual","AU - VIC","SA-0040882"
"WO00036781","Onsite Visit","","80.00","Completed","5/15/2019 11:08 AM","5/15/2019","5/15/2019 12:00 AM","5/15/2019 12:00 AM","5/15/2019 1:08 PM","Manual","AU - VIC","SA-0040883"
"WO00036242","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/10/2019 12:51 PM","5/10/2019","5/13/2019 3:00 PM","5/10/2019 12:00 AM","5/11/2019 10:26 PM","Manual","AU - NSW","SA-0040356"
"WO00036265","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/10/2019 2:31 PM","5/10/2019","6/5/2019 9:30 AM","5/10/2019 12:00 AM","5/27/2019 6:08 PM","Manual","AU - VIC","SA-0041450"
"WO00036265","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/10/2019 2:31 PM","5/10/2019","6/5/2019 10:00 AM","5/10/2019 12:00 AM","5/27/2019 6:08 PM","Manual","AU - VIC","SA-0041451"
"WO00036505","Onsite Visit","","80.00","Completed","5/13/2019 2:41 PM","5/13/2019","5/15/2019 12:30 PM","5/13/2019 12:00 AM","5/13/2019 6:41 PM","Manual","AU - VIC","SA-0040591"
"WO00035946","Onsite Visit","No SSRs were found.","80.00","Completed","5/8/2019 2:46 PM","5/8/2019","5/9/2019 2:30 PM","5/8/2019 12:00 AM","5/9/2019 5:26 AM","Manual","AU - NSW","SA-0040116"
"WO00040261","Onsite Visit","No SSRs were found.","80.00","Completed","6/10/2019 5:44 PM","6/10/2019","6/11/2019 1:15 PM","6/10/2019 12:00 AM","6/10/2019 9:44 PM","Manual","AU - QLD","SA-0044404"
"WO00040261","Parts Pickup","","80.00","Completed","6/10/2019 5:44 PM","6/10/2019","6/11/2019 1:15 PM","6/10/2019 12:00 AM","6/10/2019 9:44 PM","Manual","AU - QLD","SA-0044427"
"WO00036121","Onsite Visit","No SSRs were found.","80.00","Completed","5/9/2019 4:07 PM","5/9/2019","5/10/2019 1:30 PM","5/9/2019 12:00 AM","5/10/2019 6:58 PM","Manual","AU - ACT","SA-0040271"
"WO00036121","Parts Pickup","","20.00","Completed","5/9/2019 4:07 PM","5/9/2019","5/10/2019 1:00 PM","5/10/2019 12:30 PM","5/10/2019 6:58 PM","Manual","AU - ACT","SA-0040359"
"WO00038266","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/27/2019 8:26 AM","5/27/2019","5/30/2019 3:00 PM","5/27/2019 12:00 AM","5/27/2019 2:26 PM","Manual","AU - VIC","SA-0042317"
"WO00038266","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/27/2019 8:26 AM","5/27/2019","5/27/2019 10:30 AM","5/27/2019 12:00 AM","5/27/2019 2:26 PM","Manual","AU - VIC","SA-0042316"
"WO00036542","Onsite Visit","No SSRs were found.","80.00","Completed","5/13/2019 5:50 PM","5/13/2019","5/14/2019 10:15 AM","5/15/2019 8:30 AM","5/15/2019 11:30 AM","Manual","AU - QLD","SA-0040627"
"WO00036184","Parts Pickup","","30.00","Completed","5/10/2019 9:04 AM","5/10/2019","5/13/2019 1:15 PM","5/10/2019 1:00 PM","5/10/2019 3:04 PM","Manual","AU - VIC","SA-0040327"
"WO00036184","Onsite Visit","No SSRs were found.","80.00","Completed","5/10/2019 9:04 AM","5/10/2019","5/13/2019 2:00 PM","5/10/2019 12:00 AM","5/10/2019 3:04 PM","Manual","AU - VIC","SA-0040328"
"WO00040498","Onsite Visit","No SSRs were found.","80.00","In Progress","6/12/2019 1:38 PM","6/12/2019","6/16/2019 6:00 PM","6/12/2019 12:00 AM","6/12/2019 5:38 PM","Manual","AU - VIC","SA-0044669"
"WO00036806","Parts Pickup","","30.00","Completed","5/15/2019 12:48 PM","5/15/2019","5/17/2019 2:00 PM","5/15/2019 12:00 AM","5/15/2019 4:48 PM","Manual","AU - VIC","SA-0040908"
"WO00036806","Onsite Visit","","80.00","Completed","5/15/2019 12:48 PM","5/15/2019","5/17/2019 2:30 PM","5/15/2019 12:00 AM","5/15/2019 4:48 PM","Manual","AU - VIC","SA-0040909"
"WO00036779","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/15/2019 10:52 AM","5/15/2019","5/15/2019 11:30 AM","5/14/2019 10:00 PM","5/15/2019 2:52 PM","Manual","NZ - North Island","SA-0040880"
"WO00036455","Parts Pickup","","30.00","Completed","5/13/2019 11:22 AM","5/13/2019","6/7/2019 2:45 PM","5/13/2019 12:00 AM","5/13/2019 3:22 PM","Manual","AU - NSW","SA-0043820"
"WO00036455","Onsite Visit","","80.00","Completed","5/13/2019 11:22 AM","5/13/2019","6/13/2019 11:00 AM","5/13/2019 12:00 AM","5/13/2019 3:22 PM","Manual","AU - NSW","SA-0043821"
"WO00036827","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/15/2019 2:10 PM","5/15/2019","5/16/2019 3:15 PM","5/16/2019 8:30 AM","5/16/2019 5:10 PM","Manual","AU - QLD","SA-0040925"
"WO00036837","Onsite Visit","No SSRs were found.","80.00","Completed","5/15/2019 2:30 PM","5/15/2019","5/16/2019 2:00 PM","5/16/2019 8:30 AM","5/16/2019 5:30 PM","Manual","AU - NSW","SA-0040935"
"WO00039128","Parts Pickup","","80.00","Completed","5/31/2019 5:30 PM","5/31/2019","6/5/2019 9:45 AM","6/4/2019 8:30 AM","6/4/2019 11:30 AM","Manual","AU - NSW","SA-0043442"
"WO00039128","Onsite Visit","","80.00","Completed","5/31/2019 5:30 PM","5/31/2019","6/6/2019 10:00 AM","6/4/2019 8:30 AM","6/4/2019 11:30 AM","Manual","AU - NSW","SA-0043239"
"WO00038513","Parts Pickup","","30.00","Completed","5/28/2019 8:36 AM","5/28/2019","5/29/2019 1:00 PM","5/29/2019 12:10 PM","5/29/2019 3:25 PM","Automatic","AU - QLD","SA-0042720"
"WO00038513","Onsite Visit","No SSRs were found.","80.00","Completed","5/28/2019 8:36 AM","5/28/2019","5/29/2019 1:34 PM","5/28/2019 12:00 AM","5/29/2019 3:25 PM","Automatic","AU - QLD","SA-0042721"
"WO00035858","Onsite Visit","No SSRs were found.","80.00","Completed","5/8/2019 7:36 AM","5/8/2019","5/17/2019 1:30 PM","5/7/2019 10:00 PM","5/8/2019 1:36 PM","Manual","NZ - North Island","SA-0039992"
"WO00036789","Onsite Visit","No SSRs were found.","80.00","Completed","5/15/2019 11:40 AM","5/15/2019","5/16/2019 12:30 PM","5/16/2019 8:30 AM","5/16/2019 2:40 PM","Manual","AU - NSW","SA-0040887"
"WO00038754","Onsite Visit","Parts are not available by the Due Date.","240.00","Completed","5/29/2019 6:10 PM","5/29/2019","6/5/2019 1:00 PM","5/29/2019 12:00 AM","5/30/2019 5:29 AM","Manual","AU - ACT","SA-0042875"
"WO00040257","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","6/10/2019 3:33 PM","6/10/2019","6/11/2019 9:15 AM","6/10/2019 8:30 AM","6/10/2019 10:33 AM","Manual","AU - QLD","SA-0044396"
