"Work Order Number","SA: Type","SA: Schedule Exception Reason","SA: Duration","SA: Status","Entitlement Process Start Time","Created Date","SA: Scheduled Start","SA: Earliest Start Permitted","SA: Due Date","SA: Schedule Mode","SA: Service Territory","SA: Appointment Number"
"WO00038734","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/29/2019 4:22 PM","5/29/2019","5/30/2019 12:30 PM","5/29/2019 12:00 AM","5/29/2019 8:22 PM","Manual","AU - NSW","SA-0042859"
"WO00037940","Onsite Visit","No SSRs were found.","80.00","Completed","5/23/2019 4:20 PM","5/23/2019","5/27/2019 3:30 PM","5/27/2019 8:30 AM","5/27/2019 10:20 AM","Manual","AU - NSW","SA-0042046"
"WO00034349","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/24/2019 1:55 PM","4/24/2019","4/26/2019 4:00 PM","4/24/2019 2:00 AM","4/24/2019 7:55 PM","Manual","AU - WA","SA-0038465"
"WO00034349","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/24/2019 1:55 PM","4/24/2019","4/26/2019 4:30 PM","4/24/2019 2:00 AM","4/24/2019 7:55 PM","Manual","AU - WA","SA-0038466"
"WO00038495","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/28/2019 12:22 PM","5/28/2019","5/29/2019 11:30 AM","5/28/2019 12:00 AM","5/28/2019 4:22 PM","Manual","AU - VIC","SA-0042612"
"WO00032245","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 7:56 AM","4/5/2019","4/8/2019 10:33 PM","4/5/2019 12:00 AM","4/5/2019 11:56 AM","Manual","AU - NSW","SA-0036337"
"WO00040381","Onsite Visit","No SSRs were found.","80.00","In Progress","6/11/2019 12:52 PM","6/11/2019","6/13/2019 12:30 PM","6/11/2019 2:00 AM","6/12/2019 5:18 AM","Manual","AU - WA","SA-0044568"
"WO00032267","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/5/2019 9:12 AM","4/5/2019","4/9/2019 3:00 PM","4/5/2019 10:00 PM","4/6/2019 2:12 PM","Manual","NZ - North Island","SA-0036487"
"WO00032267","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 9:12 AM","4/5/2019","4/9/2019 3:00 PM","4/5/2019 10:00 PM","4/6/2019 2:12 PM","Manual","NZ - North Island","SA-0036488"
"WO00036257","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/10/2019 1:50 PM","5/10/2019","5/16/2019 6:00 PM","5/13/2019 8:30 AM","5/14/2019 6:51 PM","Manual","AU - NSW","SA-0040374"
"WO00032237","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/5/2019 5:10 AM","4/5/2019","4/5/2019 8:45 AM","4/5/2019 1:00 AM","4/5/2019 11:10 AM","Manual","AU - ACT","SA-0036329"
"WO00032237","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 5:10 AM","4/5/2019","4/5/2019 9:45 AM","4/5/2019 1:00 AM","4/5/2019 11:10 AM","Manual","AU - ACT","SA-0036330"
"WO00032241","Parts Pickup","","30.00","Completed","4/5/2019 6:49 AM","4/5/2019","4/5/2019 12:09 PM","4/5/2019 10:00 AM","4/8/2019 9:49 AM","Automatic","NZ - North Island","SA-0036335"
"WO00032241","Onsite Visit","","80.00","Completed","4/5/2019 6:49 AM","4/5/2019","4/8/2019 6:30 AM","4/8/2019 6:30 AM","4/8/2019 9:49 AM","Automatic","NZ - North Island","SA-0036336"
"WO00032234","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 1:40 AM","4/5/2019","4/9/2019 12:15 PM","4/8/2019 8:30 AM","4/8/2019 11:30 AM","Manual","AU - QLD","SA-0036316"
"WO00039923","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","6/6/2019 3:51 PM","6/6/2019","6/7/2019 10:00 AM","6/6/2019 12:00 AM","6/6/2019 7:51 PM","Manual","AU - VIC","SA-0044075"
"WO00038923","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","5/30/2019 5:27 PM","5/30/2019","6/3/2019 9:00 AM","5/30/2019 12:00 AM","5/30/2019 9:27 PM","Manual","AU - VIC","SA-0043197"
"WO00038923","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/30/2019 5:27 PM","5/30/2019","6/3/2019 11:34 AM","5/30/2019 12:00 AM","5/30/2019 9:27 PM","Manual","AU - VIC","SA-0043016"
"WO00035826","Onsite Visit","","80.00","Completed","5/7/2019 11:17 PM","5/7/2019","5/8/2019 3:30 PM","5/9/2019 8:30 AM","5/9/2019 11:30 AM","Manual","AU - NSW","SA-0039953"
"WO00032293","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 11:43 AM","4/5/2019","4/5/2019 2:15 PM","4/5/2019 12:00 AM","4/5/2019 3:43 PM","Manual","AU - NSW","SA-0036368"
"WO00038084","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/24/2019 3:33 PM","5/24/2019","5/28/2019 10:00 PM","5/30/2019 10:30 AM","5/30/2019 3:33 PM","Manual","AU - WA","SA-0042260"
"WO00036211","Onsite Visit","No SSRs were found.","80.00","Completed","5/10/2019 10:54 AM","5/10/2019","5/12/2019 3:00 PM","5/10/2019 12:00 AM","5/10/2019 11:08 PM","Manual","AU - VIC","SA-0040307"
"WO00035923","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/8/2019 12:38 PM","5/8/2019","5/9/2019 10:00 AM","5/8/2019 12:00 AM","5/8/2019 4:38 PM","Manual","AU - NSW","SA-0040046"
"WO00035923","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/8/2019 12:38 PM","5/8/2019","5/8/2019 3:00 PM","5/8/2019 12:00 AM","5/8/2019 4:38 PM","Manual","AU - NSW","SA-0040045"
"WO00036223","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/10/2019 11:20 AM","5/10/2019","5/20/2019 11:00 AM","5/13/2019 8:30 AM","5/13/2019 2:20 PM","Optimization","AU - QLD","SA-0040324"
"WO00032319","Onsite Visit","","80.00","Completed","4/5/2019 1:01 PM","4/5/2019","4/5/2019 4:15 PM","4/4/2019 10:00 PM","4/5/2019 5:01 PM","Manual","NZ - North Island","SA-0036407"
"WO00036521","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/13/2019 3:46 PM","5/13/2019","5/14/2019 1:00 PM","5/13/2019 12:00 AM","5/14/2019 4:26 PM","Manual","AU - VIC","SA-0040612"
"WO00036492","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/13/2019 1:39 PM","5/13/2019","5/15/2019 10:15 AM","5/13/2019 12:00 AM","5/14/2019 4:37 PM","Manual","AU - QLD","SA-0040572"
"WO00036492","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/13/2019 1:39 PM","5/13/2019","5/15/2019 10:45 AM","5/13/2019 12:00 AM","5/14/2019 4:37 PM","Manual","AU - QLD","SA-0040574"
"WO00036241","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/10/2019 12:47 PM","5/10/2019","5/13/2019 9:15 AM","5/10/2019 12:00 AM","5/11/2019 1:19 AM","Optimization","AU - QLD","SA-0040353"
"WO00035710","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 10:20 AM","5/7/2019","5/8/2019 12:00 PM","5/8/2019 6:30 AM","5/8/2019 1:20 PM","Manual","NZ - North Island","SA-0039822"
"WO00032348","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/5/2019 3:24 PM","4/5/2019","4/10/2019 2:00 PM","4/5/2019 12:00 AM","4/5/2019 7:24 PM","Manual","AU - VIC","SA-0036452"
"WO00035999","Onsite Visit","No SSRs were found.","120.00","Completed","5/8/2019 11:25 PM","5/8/2019","5/9/2019 11:30 AM","5/9/2019 12:00 AM","5/9/2019 5:25 AM","Manual","AU - NSW","SA-0040118"
"WO00036221","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/10/2019 11:04 AM","5/10/2019","5/10/2019 12:00 AM","5/10/2019 12:00 AM","5/10/2019 5:04 PM","Manual","AU - NSW","SA-0040354"
"WO00036751","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/15/2019 8:28 AM","5/15/2019","5/15/2019 12:45 PM","5/14/2019 10:00 PM","5/17/2019 11:42 AM","Manual","NZ - South Island","SA-0040854"
"WO00036751","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/15/2019 8:28 AM","5/15/2019","5/15/2019 12:17 PM","5/14/2019 10:00 PM","5/17/2019 11:43 AM","Manual","NZ - South Island","SA-0040855"
"WO00032459","Parts Pickup","Parts are not available by the Due Date.","20.00","Completed","4/7/2019 4:06 PM","4/7/2019","4/10/2019 1:45 PM","4/7/2019 1:00 AM","4/7/2019 8:06 PM","Manual","AU - VIC","SA-0036740"
"WO00032459","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/7/2019 4:06 PM","4/7/2019","4/11/2019 9:00 AM","4/7/2019 1:00 AM","4/7/2019 8:06 PM","Manual","AU - VIC","SA-0036575"
"WO00039878","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","6/6/2019 12:41 PM","6/6/2019","6/7/2019 9:56 AM","6/7/2019 9:56 AM","6/7/2019 10:56 AM","Manual","AU - SA","SA-0044021"
"WO00038717","Onsite Visit","No SSRs were found.","80.00","Completed","5/29/2019 2:30 PM","5/29/2019","5/30/2019 1:30 PM","5/30/2019 8:30 AM","5/30/2019 5:30 PM","Manual","AU - NSW","SA-0042834"
"WO00036844","Parts Pickup","","30.00","Completed","5/15/2019 2:45 PM","5/15/2019","5/16/2019 9:04 AM","5/9/2019 8:00 AM","5/15/2019 6:45 PM","Manual","AU - NSW","SA-0040938"
"WO00036844","Onsite Visit","No SSRs were found.","80.00","Completed","5/15/2019 2:45 PM","5/15/2019","5/16/2019 2:00 PM","5/15/2019 12:00 AM","5/15/2019 6:45 PM","Manual","AU - NSW","SA-0040939"
"WO00036408","Onsite Visit","No SSRs were found.","80.00","Completed","5/13/2019 8:10 AM","5/13/2019","5/14/2019 11:00 AM","5/14/2019 8:30 AM","5/14/2019 11:30 AM","Manual","AU - NSW","SA-0040491"
"WO00036105","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/9/2019 3:03 PM","5/9/2019","5/9/2019 3:30 PM","5/9/2019 12:00 AM","5/9/2019 7:03 PM","Manual","AU - VIC","SA-0040234"
"WO00036796","Parts Pickup","","30.00","Completed","5/15/2019 11:56 AM","5/15/2019","5/15/2019 2:00 PM","5/15/2019 3:30 PM","5/15/2019 3:56 PM","Manual","AU - NT","SA-0040894"
"WO00036796","Onsite Visit","No SSRs were found.","80.00","Completed","5/15/2019 11:56 AM","5/15/2019","5/16/2019 11:00 AM","5/15/2019 12:30 AM","5/15/2019 3:56 PM","Manual","AU - NT","SA-0040895"
"WO00032433","Onsite Visit","No SSRs were found.","80.00","Completed","4/7/2019 4:21 AM","4/7/2019","5/17/2019 11:00 AM","4/7/2019 1:00 AM","5/17/2019 12:20 PM","Manual","AU - QLD","SA-0036506"
"WO00036662","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/9/2019 3:08 PM","5/9/2019","5/23/2019 9:45 AM","5/9/2019 12:00 AM","5/23/2019 2:48 PM","Manual","NZ - North Island","SA-0040792"
"WO00032484","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/8/2019 9:11 AM","4/8/2019","4/8/2019 1:45 PM","4/8/2019 12:00 AM","4/8/2019 1:11 PM","Manual","AU - VIC","SA-0036581"
"WO00038507","Onsite Visit","No SSRs were found.","80.00","Completed","5/28/2019 12:55 PM","5/28/2019","5/29/2019 1:00 PM","5/28/2019 12:00 AM","5/28/2019 4:55 PM","Manual","AU - NSW","SA-0042623"
"WO00038507","Parts Pickup","","30.00","Completed","5/28/2019 12:55 PM","5/28/2019","5/29/2019 11:00 AM","5/28/2019 4:00 PM","5/28/2019 4:55 PM","Manual","AU - NSW","SA-0042622"
"WO00032414","Parts Pickup","","30.00","Completed","4/6/2019 7:51 PM","4/6/2019","","4/6/2019 12:00 AM","4/6/2019 11:51 PM","None","AU - NSW","SA-0036500"
"WO00032414","Onsite Visit","","80.00","Completed","4/6/2019 7:51 PM","4/6/2019","4/6/2019 8:15 PM","4/6/2019 12:00 AM","4/6/2019 11:51 PM","Manual","AU - NSW","SA-0036501"
"WO00032409","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/6/2019 3:06 PM","4/6/2019","4/8/2019 11:15 AM","4/7/2019 1:00 AM","4/7/2019 9:06 PM","Manual","AU - VIC","SA-0036512"
"WO00035942","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/8/2019 2:34 PM","5/8/2019","5/9/2019 8:45 AM","5/8/2019 12:00 AM","5/8/2019 6:34 PM","Optimization","AU - VIC","SA-0040071"
"WO00032465","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/7/2019 10:32 PM","4/7/2019","4/10/2019 2:30 PM","4/7/2019 1:00 AM","4/7/2019 4:32 AM","Manual","AU - QLD","SA-0036526"
"WO00032465","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/7/2019 10:32 PM","4/7/2019","4/17/2019 4:30 PM","4/7/2019 1:00 AM","4/7/2019 4:32 AM","Manual","AU - QLD","SA-0036527"
"WO00032297","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 11:50 AM","4/5/2019","4/10/2019 10:30 AM","4/8/2019 8:30 AM","4/8/2019 1:50 PM","Manual","AU - NSW","SA-0036370"
"WO00034386","Onsite Visit","No SSRs were found.","80.00","Completed","4/24/2019 4:09 PM","4/24/2019","4/30/2019 10:30 AM","4/24/2019 12:00 AM","4/29/2019 3:19 PM","Manual","AU - QLD","SA-0038730"
"WO00036645","Onsite Visit","No Service Territory","80.00","Completed","5/14/2019 1:11 PM","5/14/2019","5/15/2019 7:30 AM","5/13/2019 10:00 PM","5/14/2019 5:11 PM","Manual","","SA-0040841"
"WO00038745","Parts Pickup","","30.00","Completed","5/29/2019 5:07 PM","5/29/2019","5/30/2019 2:45 PM","5/30/2018 9:00 AM","5/29/2019 9:07 PM","Manual","AU - QLD","SA-0042857"
"WO00038745","Onsite Visit","No SSRs were found.","80.00","Completed","5/29/2019 5:07 PM","5/29/2019","6/3/2019 9:30 AM","5/29/2019 12:00 AM","5/29/2019 9:07 PM","Manual","AU - QLD","SA-0042858"
"WO00035941","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/8/2019 2:24 PM","5/8/2019","5/15/2019 9:00 AM","5/7/2019 10:00 PM","5/14/2019 4:08 PM","Manual","NZ - North Island","SA-0040106"
"WO00035941","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","5/8/2019 2:24 PM","5/8/2019","5/15/2019 7:15 AM","5/7/2019 10:00 PM","5/14/2019 4:08 PM","Manual","NZ - North Island","SA-0040699"
"WO00034341","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","120.00","Completed","4/24/2019 12:58 PM","4/24/2019","4/30/2019 2:00 PM","4/24/2019 12:00 AM","4/29/2019 7:28 PM","Manual","AU - VIC","SA-0038418"
"WO00032512","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/8/2019 10:58 AM","4/8/2019","4/24/2019 9:15 AM","4/8/2019 12:00 AM","4/23/2019 7:13 PM","Manual","AU - VIC","SA-0036629"
"WO00032581","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/8/2019 2:49 PM","4/8/2019","4/9/2019 4:30 PM","4/8/2019 12:30 AM","4/8/2019 8:49 PM","Manual","AU - SA","SA-0036657"
"WO00032581","Parts Pickup","Parts are not available by the Due Date.","80.00","Completed","4/8/2019 2:49 PM","4/8/2019","4/9/2019 10:30 AM","4/8/2019 12:30 AM","4/8/2019 8:49 PM","Manual","AU - SA","SA-0036659"
"WO00032490","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/8/2019 9:38 AM","4/8/2019","4/9/2019 12:30 PM","4/8/2019 12:00 AM","4/8/2019 1:38 PM","Manual","AU - VIC","SA-0036540"
"WO00038081","Onsite Visit","No SSRs were found.","80.00","Completed","5/24/2019 3:40 PM","5/24/2019","5/27/2019 1:30 PM","5/28/2019 8:30 AM","5/28/2019 9:40 AM","Manual","AU - NSW","SA-0042198"
"WO00038892","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/29/2019 2:21 PM","5/29/2019","6/5/2019 3:30 PM","5/29/2019 12:00 AM","5/29/2019 6:21 PM","Manual","AU - QLD","SA-0042987"
"WO00038892","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","5/29/2019 2:21 PM","5/29/2019","6/5/2019 3:00 PM","5/29/2019 12:00 AM","5/29/2019 6:21 PM","Manual","AU - QLD","SA-0042986"
"WO00035958","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/8/2019 3:48 PM","5/8/2019","5/10/2019 2:00 PM","5/8/2019 12:00 AM","5/10/2019 4:53 PM","Manual","AU - QLD","SA-0040086"
"WO00038808","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/30/2019 9:58 AM","5/30/2019","5/30/2019 12:00 PM","5/30/2019 12:00 AM","5/30/2019 1:58 PM","Manual","AU - VIC","SA-0042908"
"WO00038808","Parts Pickup","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","5/30/2019 9:58 AM","5/30/2019","5/30/2019 12:00 PM","5/30/2019 12:00 AM","5/30/2019 1:58 PM","Manual","AU - VIC","SA-0042916"
"WO00035864","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/8/2019 8:24 AM","5/8/2019","5/21/2019 10:00 AM","5/13/2019 8:30 AM","5/20/2019 3:27 PM","Manual","AU - NSW","SA-0039984"
"WO00032908","Onsite Visit","No SSRs were found.","80.00","Completed","4/10/2019 11:57 AM","4/10/2019","4/11/2019 10:00 AM","4/11/2019 8:30 AM","4/11/2019 2:57 PM","Manual","AU - QLD","SA-0036976"
"WO00036819","Onsite Visit","No Service Territory","80.00","Completed","5/15/2019 1:24 PM","5/15/2019","5/16/2019 12:00 PM","5/14/2019 10:00 PM","5/15/2019 5:24 PM","Manual","","SA-0041016"
"WO00035830","Onsite Visit","No SSRs were found.","80.00","Completed","5/7/2019 11:24 PM","5/7/2019","5/8/2019 2:00 PM","5/9/2019 8:30 AM","5/9/2019 11:30 AM","Manual","AU - NSW","SA-0039959"
"WO00032517","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/8/2019 11:11 AM","4/8/2019","5/16/2019 10:15 AM","4/8/2019 12:00 AM","5/15/2019 7:55 PM","Manual","AU - VIC","SA-0036565"
"WO00032296","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/5/2019 11:50 AM","4/5/2019","4/10/2019 11:30 AM","4/8/2019 8:30 AM","4/8/2019 1:50 PM","Manual","AU - NSW","SA-0036371"
"WO00038061","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/24/2019 2:20 PM","5/24/2019","6/3/2019 11:03 AM","5/27/2019 8:30 AM","5/28/2019 12:05 AM","Manual","AU - NSW","SA-0042177"
"WO00035860","Onsite Visit","No Service Territory","80.00","Completed","5/8/2019 7:30 AM","5/8/2019","5/9/2019 7:00 AM","5/7/2019 10:00 PM","5/8/2019 11:30 AM","Manual","","SA-0040137"
"WO00032536","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/8/2019 12:14 PM","4/8/2019","4/10/2019 9:30 AM","4/9/2019 8:30 AM","4/9/2019 3:14 PM","Manual","AU - NSW","SA-0036589"
"WO00032814","Onsite Visit","","80.00","Completed","4/9/2019 6:24 PM","4/9/2019","5/2/2019 10:30 AM","4/9/2019 12:30 AM","4/9/2019 10:24 PM","Manual","AU - SA","SA-0036878"
"WO00032545","Parts Pickup","Parts are not available by the Due Date.","30.00","Completed","4/8/2019 12:30 PM","4/8/2019","4/12/2019 2:30 PM","4/8/2019 4:00 PM","4/8/2019 4:30 PM","Manual","AU - NSW","SA-0036593"
"WO00032545","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/8/2019 12:30 PM","4/8/2019","4/12/2019 3:00 PM","4/8/2019 12:00 AM","4/8/2019 4:30 PM","Manual","AU - NSW","SA-0036594"
"WO00032522","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/8/2019 10:40 AM","4/8/2019","4/11/2019 8:00 AM","4/9/2019 6:30 AM","4/9/2019 1:40 PM","Manual","NZ - North Island","SA-0036570"
"WO00034350","Onsite Visit","","80.00","Completed","4/24/2019 2:23 PM","4/24/2019","4/30/2019 12:22 PM","4/24/2019 12:00 AM","4/24/2019 8:23 PM","Manual","AU - NSW","SA-0038431"
"WO00032491","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/8/2019 9:40 AM","4/8/2019","4/8/2019 2:00 PM","4/8/2019 12:00 AM","4/8/2019 1:40 PM","Manual","AU - NSW","SA-0036541"
"WO00032511","Onsite Visit","Invalid ""No Skill"" Skill Requirement on the Work Order.","80.00","Completed","4/8/2019 10:53 AM","4/8/2019","4/10/2019 9:30 AM","4/10/2019 8:00 AM","4/10/2019 4:00 PM","Manual","AU - QLD","SA-0036588"
"WO00032546","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/8/2019 1:00 PM","4/8/2019","4/10/2019 10:00 AM","4/9/2019 8:30 AM","4/9/2019 4:00 PM","Manual","AU - NSW","SA-0036598"
"WO00032769","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/9/2019 2:34 PM","4/9/2019","4/10/2019 2:00 PM","4/9/2019 12:00 AM","4/9/2019 6:34 PM","Manual","AU - QLD","SA-0036832"
"WO00036342","Onsite Visit","No SSRs were found.","80.00","Completed","5/11/2019 10:34 AM","5/11/2019","5/14/2019 11:30 AM","5/14/2019 9:00 AM","5/14/2019 12:00 PM","Manual","AU - SA","SA-0040534"
"WO00032598","Onsite Visit","Due Date is in the past.","80.00","Completed","4/8/2019 4:09 PM","4/8/2019","4/16/2019 9:30 AM","4/8/2019 12:30 AM","4/8/2019 8:09 PM","Manual","AU - SA","SA-0037277"
"WO00036052","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","5/9/2019 10:30 AM","5/9/2019","5/15/2019 10:30 AM","5/10/2019 8:30 AM","5/14/2019 7:05 PM","Manual","AU - NSW","SA-0040175"
"WO00036059","Parts Pickup","","30.00","Completed","5/9/2019 3:41 AM","5/9/2019","5/9/2019 12:30 PM","5/9/2019 2:00 PM","5/9/2019 5:04 PM","Manual","NZ - North Island","SA-0040180"
"WO00036059","Onsite Visit","No SSRs were found.","80.00","Completed","5/9/2019 3:41 AM","5/9/2019","5/9/2019 1:15 PM","5/8/2019 10:00 PM","5/9/2019 5:04 PM","Manual","NZ - North Island","SA-0040181"
"WO00032583","Onsite Visit","Parts are not available by the Due Date.","80.00","Completed","4/8/2019 3:17 PM","4/8/2019","4/9/2019 2:45 PM","4/8/2019 12:00 AM","4/8/2019 5:17 PM","Manual","AU - VIC","SA-0036647"
